question,我支持_ ！你们可以打我了！,"[""玩家自制""]"
question,_，FBI Open up！,"[""玩家自制""]"
question,人不能_，至少不该,"[""玩家自制""]"
question,天哪！这是什么神仙_鸭！！我坐地排卵！,"[""玩家自制""]"
question,在_有一个永恒话题，那就是_,"[""玩家自制""]"
question,《如果早知道_也会被性侵》,"[""玩家自制""]"
question,都9012年了，你还在_？,"[""玩家自制""]"
question,_2077,"[""玩家自制""]"
answer,海绵宝宝,"[""玩家自制""]"
answer,感染菜花,"[""玩家自制""]"
answer,出卖斯大林,"[""玩家自制""]"
answer,跑团,"[""玩家自制""]"
answer,魔法少女,"[""玩家自制""]"
answer,键盘侠,"[""玩家自制""]"
answer,野兽先辈,"[""玩家自制""]"
answer,倒悬打飞机,"[""玩家自制""]"
question,那么答案只有一个了！_ _,"[""玩家自制""]"
answer,向你宣誓效忠,"[""玩家自制""]"
question,洛阳亲友如相问，_ _,"[""玩家自制""]"
answer,鲨鱼抱枕,"[""玩家自制""]"
answer,飞天大草,"[""玩家自制""]"
question,百般武艺，此乃_,"[""玩家自制""]"
question,没有_便无法_了吗？，_岂是如此不便之物！,"[""玩家自制""]"
answer,陈睿,"[""玩家自制""]"
answer,徐逸,"[""玩家自制""]"
answer,塞进菊花,"[""玩家自制""]"
answer,你妈炸了,"[""玩家自制""]"
answer,机械烈海王,"[""玩家自制""]"
question,人群中钻出来一个_,"[""玩家自制""]"
answer,草莓糖浆,"[""玩家自制""]"
answer,草莓幼女,"[""玩家自制""]"
answer,三个月没洗的,"[""玩家自制""]"
answer,施主,"[""玩家自制""]"
answer,自私的神,"[""玩家自制""]"
answer,jojo,"[""玩家自制""]"
question,-施主，这是什么漫画？ -是_,"[""玩家自制""]"
answer,滚铁环,"[""玩家自制""]"
answer,欧吉车技腐乳句句然到雾入饭卡死了,"[""玩家自制""]"
answer,欧拉欧拉欧拉,"[""玩家自制""]"
question,-我就是憨批之王   -__    -你赢了,"[""玩家自制""]"
question,这是是什么神仙_啊！,"[""玩家自制""]"
answer,宝藏男孩,"[""玩家自制""]"
question,这个版本我们决定削弱_，增强_,"[""玩家自制""]"
question,你们没有_吗？,"[""玩家自制""]"
question,-今天岛上没有智障 -淦！是_！,"[""玩家自制""]"
answer,微积分,"[""玩家自制""]"
answer,N98,"[""玩家自制""]"
answer,台妹,"[""玩家自制""]"
answer,发色图,"[""玩家自制""]"
answer,狂拽炫酷吊炸天,"[""玩家自制""]"
answer,活塞运动,"[""玩家自制""]"
answer,上上下下左左右右BABA,"[""玩家自制""]"
answer,妹妹的内裤,"[""玩家自制""]"
question,我们可以看到，监控画面中的这位男子正在_,"[""玩家自制""]"
answer,做超屌的720度大回旋,"[""玩家自制""]"
question,真tm牛逼，搞得我想一拳打进_的_里。,"[""玩家自制""]"
answer,里神乐,"[""玩家自制""]"
question,恨不得把蛋都塞进_里,"[""玩家自制""]"
answer,马眼,"[""玩家自制""]"
answer,切尔诺贝利,"[""玩家自制""]"
question,这就是_吗？,"[""玩家自制""]"
answer,哇(=?ω?)=,"[""玩家自制""]"
answer,城墙,"[""玩家自制""]"
answer,(ノ???)ノ举高高,"[""玩家自制""]"
answer,(　^ω^),"[""玩家自制""]"
answer,尼哥,"[""玩家自制""]"
answer,furry,"[""玩家自制""]"
answer,兽耳娘,"[""玩家自制""]"
question,你被捕了，因为你_,"[""玩家自制""]"
answer,用套套吹气球,"[""玩家自制""]"
answer,在厕所日马桶排水口,"[""玩家自制""]"
answer,幼女,"[""玩家自制""]"
answer,幼男,"[""玩家自制""]"
answer,看幼女视频,"[""玩家自制""]"
question,_批发，量大从优,"[""玩家自制""]"
answer,你爸的跳蛋漏电了,"[""玩家自制""]"
answer,青梅竹马,"[""玩家自制""]"
answer,穿着女装的你爸,"[""玩家自制""]"
question,你在嫖娼时发现，这里的头牌居然是_,"[""玩家自制""]"
question,《_名言选》是今年的畅销书,"[""玩家自制""]"
question,五分钟带你看完_,"[""玩家自制""]"
question,只有我一个人_吗？,"[""玩家自制""]"
answer,在变身魔法少女之后裸奔，结果被城管抓走,"[""玩家自制""]"
question,他居然使用_挡下了所有的攻击！,"[""玩家自制""]"
question,_现已加入肯德基豪华午餐,"[""玩家自制""]"
question,_，你一定不懂吧。,"[""玩家自制""]"
answer,空中转体两周半,"[""玩家自制""]"
question,没有什么比爱情的力量更强大，除了_,"[""玩家自制""]"
question,人_，就会死。,"[""玩家自制""]"
answer,被杀,"[""玩家自制""]"
question,这是失传已久的_神功！你到底是谁！,"[""玩家自制""]"
question,以前我没得选择，现在我想做个_,"[""玩家自制""]"
question,对不起，我是_,"[""玩家自制""]"
question,_才有怜悯之心，我没有,"[""玩家自制""]"
answer,学学比尔,"[""玩家自制""]"
answer,批里批里淦杯,"[""玩家自制""]"
question,-天呐，比尔！你在干什么？你怎么能杀人！ -_     -你这比青蛙小便还下流的家伙，就由我的猎枪制裁。,"[""玩家自制""]"
answer,冬马小三,"[""玩家自制""]"
answer,雪菜碧池,"[""玩家自制""]"
answer,2333gkd那是真的批爆,"[""玩家自制""]"
question,禁止在厕所_,"[""玩家自制""]"
answer,有基佬开我裤链,"[""玩家自制""]"
answer,咸豆腐脑天下第一,"[""玩家自制""]"
answer,甜豆腐脑天下第一,"[""玩家自制""]"
answer,百事可乐,"[""玩家自制""]"
answer,可口可乐,"[""玩家自制""]"
answer,牙签搅大缸,"[""玩家自制""]"
question,_超骚,"[""玩家自制""]"
answer,用大蒜汁泡屌,"[""玩家自制""]"
answer,辣椒酱抹菊花,"[""玩家自制""]"
answer,贫乳,"[""玩家自制""]"
answer,巨乳,"[""玩家自制""]"
question,_即是正义！,"[""玩家自制""]"
question,这就是国家一级保护动物，_,"[""玩家自制""]"
question,特朗普最新表态：_,"[""玩家自制""]"
question,快手同款_，火热销售中！,"[""玩家自制""]"
answer,黄脸婆,"[""玩家自制""]"
answer,AC娘,"[""玩家自制""]"
question,我要成为新世界的_,"[""玩家自制""]"
question,-我喜欢用_做施法时的配菜。 -淦，老兄，你的性癖好jb怪啊！,"[""玩家自制""]"
question,名侦探_,"[""玩家自制""]"
answer,路过的假面骑士,"[""玩家自制""]"
question,请问您今天要来点_吗？,"[""玩家自制""]"
answer,狗比酱,"[""玩家自制""]"
answer,喵喵酱,"[""玩家自制""]"
answer,阳光大姐,"[""玩家自制""]"
question,我_今天就是要一拳打爆你_的狗头,"[""玩家自制""]"
answer,穆斯林,"[""玩家自制""]"
question,这里禁止养_,"[""玩家自制""]"
answer,抽烟喝酒烫头,"[""玩家自制""]"
question,我最喜欢_,"[""玩家自制""]"
answer,人民广场1080度狂拽炫酷吊炸天大回旋空中手冲连续技,"[""玩家自制""]"
question,我最喜欢的食物是_,"[""玩家自制""]"
answer,炸鸡，西瓜，葡萄汽水,"[""玩家自制""]"
answer,新鲜出炉的华莱士,"[""玩家自制""]"
answer,擦过精液的卫生纸,"[""玩家自制""]"
answer,蟑螂,"[""玩家自制""]"
answer,美洲大蠊,"[""玩家自制""]"
question,随着“咔嚓”一声脆响，从蛋里钻出来一只_,"[""玩家自制""]"
answer,光头,"[""玩家自制""]"
answer,隔壁超市薯片半价,"[""玩家自制""]"
question,无内鬼，来点_笑话,"[""玩家自制""]"
question,一开口就知道，老_了,"[""玩家自制""]"
question,人不能，至少不应该_,"[""玩家自制""]"
question,警方在现场找到一具高度损坏的男性遗体，死因经检测为_,"[""玩家自制""]"
question,你们先走！我_,"[""玩家自制""]"
question,__虽好，但不要贪杯,"[""玩家自制""]"
question,请勿将_放入_,"[""玩家自制""]"
question,找_？就上阿里巴巴！,"[""玩家自制""]"
answer,断罪小学,"[""玩家自制""]"
